Trait	Cell type	Pct. of sig. cells	ICePop discovery	Seismic discovery	scDRS discovery
Sex hormone binding globulin	Enterocyte of epithelium of large intestine	0.1687647521636506	True	False	False
Sex hormone binding globulin	Large intestine goblet cell	0.5040957781978576	True	False	False
Mean corpuscular hemoglobin	Keratinocyte	0.3860082304526749	True	False	False
Mean corpuscular hemoglobin	Epidermal cell	0.6077235772357723	True	False	False
Mean corpuscular hemoglobin	Myeloid cell	0.7132237871674492	True	False	False
Mean corpuscular hemoglobin	Enterocyte of epithelium of large intestine	0.4386309992132179	True	False	False
Mean corpuscular hemoglobin	Large intestine goblet cell	0.3774417139256458	True	False	False
Mean corpuscular hemoglobin	Neutrophil	0.3725490196078431	True	False	False
Triglycerides	Endothelial cell	0.2678571428571428	True	False	False
Triglycerides	Capillary endothelial cells	0.7094945677846008	True	False	False
Triglycerides	Mesenchymal stem cell of adipose	0.6792731882526939	True	False	False
Triglycerides	Secretory cell	0.6252220248667851	True	False	False
Triglycerides	Pancreatic stellate cell	0.8125	True	False	False
Triglycerides	Endothelial cell of coronary artery	0.2249443207126948	True	False	False
Triglycerides	Monocyte	0.4402810304449648	True	False	False
Triglycerides	Fibroblast of cardiac tissue	0.5356597045338767	True	False	False
Triglycerides	Aortic endothelial cell	0.0	True	False	False
Bipolar disorder	DN4 thymocyte	0.3963553530751708	True	False	False
Bipolar disorder	CD4-positive, alpha-beta T cell	0.4606837606837606	True	False	False
Bipolar disorder	T cell	0.0	True	False	False
Reaction time	Basal cell	0.9055633473585788	True	False	False
Total cholesterol	Endothelial cell	0.4182224025974026	True	False	False
Total cholesterol	Epithelial cell of large intestine	0.5181924882629108	True	False	False
Total cholesterol	CD4-positive, alpha-beta T cell	0.2	True	False	False
Total cholesterol	Capillary endothelial cells	0.6523382144544166	True	False	False
Total cholesterol	Macrophage	0.0130772374335921	True	False	False
Total cholesterol	B cell	0.5171433647184225	True	False	False
Total cholesterol	Naive B cell	0.3264616424467725	True	False	False
Total cholesterol	T cell	0.127915726109857	True	False	False
Total cholesterol	Myeloid cell	0.47339593114241	True	False	False
Total cholesterol	Endothelial cell of coronary artery	0.3801039346696362	True	False	False
Total cholesterol	Aortic endothelial cell	0.019271948608137	True	False	False
Number of children ever born	Oligodendrocyte	0.9393505253104109	True	False	False
Number of children ever born	Bergmann glial cell	0.9814814814814816	True	False	False
Rheumatoid arthritis	Myeloid cell	0.4667449139280125	True	False	False
Lung FVC	Basal cell of epidermis	0.5016611295681063	True	False	False
Lung FVC	Epithelial cell	0.0	True	False	False
Lung FVC	Epithelial cell of thymus	0.2303030303030303	True	False	False
Systemic lupus erythematosus	Epithelial cell	0.0352112676056338	True	False	False
Systemic lupus erythematosus	Myeloid cell	0.7421752738654147	True	False	False
Systemic lupus erythematosus	Granulocyte	0.7697235333782873	True	False	False
Systolic blood pressure	Basal cell of epidermis	0.5579022306597058	True	False	False
Systolic blood pressure	Bulge keratinocyte	0.782642089093702	True	False	False
White blood cell count	Basal cell of epidermis	0.1971998101566207	True	False	False
White blood cell count	Endothelial cell	0.4926948051948052	True	False	False
White blood cell count	Thymocyte	0.7876923076923077	True	False	False
White blood cell count	Aortic endothelial cell	0.164882226980728	True	False	False
Hypothyroidism	Neutrophil	0.3725490196078431	True	False	False
HDL cholesterol	Endothelial cell	0.6542207792207793	True	False	False
HDL cholesterol	DN4 thymocyte	0.3456719817767654	True	False	False
HDL cholesterol	CD4-positive, alpha-beta T cell	0.1452991452991453	True	False	False
HDL cholesterol	B cell	0.5940664416414994	True	False	False
HDL cholesterol	Mesenchymal stem cell of adipose	0.4248890766955419	True	False	False
HDL cholesterol	Naive B cell	0.4626563028050017	True	False	False
HDL cholesterol	T cell	0.0	True	False	False
HDL cholesterol	Myeloid cell	0.4499217527386541	True	False	False
HDL cholesterol	Precursor B cell	0.7429906542056075	True	False	False
HDL cholesterol	Proerythroblast	0.205607476635514	True	False	False
HDL cholesterol	Aortic endothelial cell	0.2055674518201284	True	False	False
Testosterone male	Epithelial cell of large intestine	0.3356807511737089	True	False	False
Testosterone male	B cell	0.1698347841534908	True	False	False
Testosterone male	T cell	0.0714823175319789	True	False	False
Testosterone male	CD8-positive, alpha-beta T cell	0.3794392523364486	True	False	False
Testosterone male	Enterocyte of epithelium of large intestine	0.2159716758457907	True	False	False
Testosterone male	Thymocyte	0.5347692307692308	True	False	False
College education	Immature B cell	0.6027164685908319	True	False	False
Total bilirubin	Endothelial cell	0.4561688311688311	True	False	False
Total bilirubin	DN4 thymocyte	0.2198177676537585	True	False	False
Total bilirubin	Epithelial cell of large intestine	0.3826291079812207	True	False	False
Total bilirubin	Myeloid cell	0.6353677621283255	True	False	False
Total bilirubin	Endothelial cell of coronary artery	0.2642910170749814	True	False	False
Total bilirubin	Aortic endothelial cell	0.0	True	False	False
Fasting glucose	Secretory cell	0.8543516873889876	True	False	False
Breast cancer	Epithelial cell of large intestine	0.4172535211267605	True	False	False
Breast cancer	Secretory cell	0.7992895204262878	True	False	False
Neuroticism	Basal cell	0.916783543712015	True	False	False
Neuroticism	Epithelial cell of thymus	0.2303030303030303	True	False	False
Neuroticism	Bladder cell	0.7282608695652174	True	False	False
Primary biliary cirrhosis	Microglial cell	0.9660838106722942	True	False	False
Subjective well being	Stromal cell	0.6676470588235294	True	False	False
Subjective well being	Basal epithelial cell of tracheobronchial tree	0.0	True	False	False
Subjective well being	Pancreatic PP cell	0.9859154929577464	True	False	False
Subjective well being	Enteroendocrine cell	0.4285714285714285	True	False	False
Sleep duration	Smooth muscle cell	0.7475728155339806	True	False	False
Eczema	Hematopoietic stem cell	0.4171203871748336	True	False	False
Eczema	Precursor B cell	0.7429906542056075	True	False	False
Eczema	Microglial cell	0.9473168525776304	True	False	False
Smoking status	Basal cell	0.9509116409537168	True	False	False
Total protein	Endothelial cell	0.6739042207792207	True	False	False
Total protein	Epithelial cell	0.0352112676056338	True	False	False
Total protein	Mesenchymal stem cell of adipose	0.2351574054510881	True	False	False
Total protein	Thymocyte	0.3846153846153846	True	False	False
Total protein	Mesenchymal stem cell	0.2442267319804058	True	False	False
Total protein	Fibroblast of cardiac tissue	0.4149261334691798	True	False	False
Total protein	Aortic endothelial cell	0.2055674518201284	True	False	False
Respiratory ENT	Myeloid cell	0.57981220657277	True	False	False
Respiratory ENT	Proerythroblast	0.205607476635514	True	False	False
Years of education	Brain pericyte	0.6570247933884298	True	False	False
Autism spectrum disorder	Bergmann glial cell	0.9814814814814816	True	False	False
Autism spectrum disorder	Astrocyte	0.9628378378378378	True	False	False
Red blood cell distribution width	Keratinocyte	0.2353909465020576	True	False	False
Red blood cell distribution width	Epidermal cell	0.6524390243902439	True	False	False
Red blood cell distribution width	T cell	0.2212189616252821	True	False	False
Red blood cell distribution width	Precursor B cell	0.7429906542056075	True	False	False
Red blood cell distribution width	Thymocyte	0.4344615384615384	True	False	False
Red blood cell distribution width	Microglial cell	0.9284745251733494	True	False	False
Coronary atherosclerosis	Myeloid cell	0.1744913928012519	True	False	False
Coronary atherosclerosis	Mesenchymal stem cell	0.3771868439468159	True	False	False
Vitamin D	Intestinal crypt stem cell	0.8372387587080431	True	False	False
Vitamin D	Enterocyte of epithelium of large intestine	0.4504327301337529	True	False	False
Neutrophil count	Epidermal cell	0.2052845528455284	True	False	False
Neutrophil count	Endothelial cell	0.1682224025974026	True	False	False
Neutrophil count	Epithelial cell	0.0352112676056338	True	False	False
Neutrophil count	Thymocyte	0.6061538461538462	True	False	False
Neutrophil count	Aortic endothelial cell	0.0471092077087794	True	False	False
Neutrophil count	Atrial myocyte	0.0	True	False	False
Age at menopause	CD4-positive, alpha-beta T cell	0.3145299145299145	True	False	False
Age at menopause	B cell	0.5683069817019009	True	False	False
Age at menopause	Naive B cell	0.3673538357553227	True	False	False
Age at menopause	T cell	0.1580135440180587	True	False	False
Age at menopause	Thymocyte	0.264	True	False	False
Platelet count	Basal cell of epidermis	0.1912672045562411	True	False	False
Platelet count	Epidermal cell	0.6077235772357723	True	False	False
Platelet count	Endothelial cell	0.6919642857142857	True	False	False
Platelet count	Epithelial cell of large intestine	0.1619718309859155	True	False	False
Platelet count	Mesenchymal stem cell of adipose	0.3657299809845764	True	False	False
Platelet count	Myeloid cell	0.7476525821596244	True	False	False
Platelet count	Enterocyte of epithelium of large intestine	0.2533438237608182	True	False	False
Platelet count	Precursor B cell	0.5058411214953271	True	False	False
Platelet count	Microglial cell	0.933750376846548	True	False	False
Platelet count	Aortic endothelial cell	0.2055674518201284	True	False	False
Alkaline phosphatase	Skeletal muscle satellite cell	0.6359633027522936	True	False	False
Alkaline phosphatase	B cell	0.741872446260437	True	False	False
Alkaline phosphatase	Mesenchymal stem cell of adipose	0.0781745193323473	True	False	False
Alkaline phosphatase	Myeloid cell	0.7406103286384976	True	False	False
Alkaline phosphatase	Enterocyte of epithelium of large intestine	0.5810385523210071	True	False	False
Alkaline phosphatase	Proerythroblast	0.205607476635514	True	False	False
Alkaline phosphatase	Mature NK T cell	0.4271356783919598	True	False	False
Worry	Basal cell	0.7115474520804114	True	False	False
Asthma	Epithelial cell	0.0352112676056338	True	False	False
Asthma	Myeloid cell	0.7269170579029735	True	False	False
General risk tolerance	Oligodendrocyte	0.968481375358166	True	False	False
General risk tolerance	Pancreatic B cell	0.9523099850968704	True	False	False
Morning person	Basal cell	0.7784011220196353	True	False	False
Morning person	Smooth muscle cell of trachea	0.168	True	False	False
Body mass index	Basal cell	0.788218793828892	True	False	False
Body mass index	Mesenchymal stem cell of adipose	0.2186773716458905	True	False	False
Body mass index	Fibroblast	0.3917293233082706	True	False	False
Body mass index	Epithelial cell of thymus	0.2303030303030303	True	False	False
Body mass index	Fibroblast of cardiac tissue	0.4067753438614366	True	False	False
Lymphocyte count	Endothelial cell	0.4596185064935065	True	False	False
Lymphocyte count	Epithelial cell	0.0352112676056338	True	False	False
Diastolic blood pressure	Basal cell of epidermis	0.3127669672520171	True	False	False
Diastolic blood pressure	Bulge keratinocyte	0.7296466973886329	True	False	False
Idiopathic pulmonary fibrosis	T cell	0.2964635063957863	True	False	False
Idiopathic pulmonary fibrosis	Neuroepithelial cell	0.4503311258278146	True	False	False
Eosinophil count	Endothelial cell	0.0722402597402597	True	False	False
Eosinophil count	Endothelial cell of coronary artery	0.2167780252412769	True	False	False
Eosinophil count	Atrial myocyte	0.0248138957816377	True	False	False
Hypertension	Hematopoietic stem cell	0.6085904416212946	True	False	False
Hypertension	Fibroblast	0.4150375939849624	True	False	False
Crohn disease	Hematopoietic stem cell	0.3920145190562613	True	False	False
Crohn disease	Thymocyte	0.8123076923076923	True	False	False
Crohn disease	Atrial myocyte	0.0248138957816377	True	False	False
Alanine aminotransferase	Basal cell of epidermis	0.3685334598955861	True	False	False
Alanine aminotransferase	Epithelial cell of large intestine	0.3491784037558685	True	False	False
Alanine aminotransferase	Macrophage	0.0408663669799754	True	False	False
Alanine aminotransferase	B cell	0.631728548587671	True	False	False
Alanine aminotransferase	Mesenchymal stem cell of adipose	0.7122332558630889	True	False	False
Alanine aminotransferase	Stromal cell	0.5647058823529412	True	False	False
Alanine aminotransferase	Chondrocyte	0.3163636363636363	True	False	False
Alanine aminotransferase	Myeloid cell	0.4147104851330203	True	False	False
Alanine aminotransferase	Precursor B cell	0.8329439252336449	True	False	False
Alanine aminotransferase	Mature NK T cell	0.4271356783919598	True	False	False
Alanine aminotransferase	Hepatocyte	0.8881239242685026	True	False	False
Alanine aminotransferase	Fibroblast of cardiac tissue	0.3863983698420784	True	False	False
Alanine aminotransferase	Neuroepithelial cell	0.152317880794702	True	False	False
Multiple sclerosis	Proerythroblast	0.205607476635514	True	False	False
Multiple sclerosis	Kidney collecting duct epithelial cell	0.6	True	False	False
Multiple sclerosis	Mesangial cell	0.2258064516129032	True	False	False
Waist hip ratio adjusted BMI	Immature B cell	0.7385398981324278	True	False	False
Waist hip ratio adjusted BMI	Skeletal muscle satellite cell	0.5376146788990825	True	False	False
